Label,IPLength,IPHeaderLength,TTL,           Protocol,SourcePort,DestPort,SequenceNumber,AckNumber           ,WindowSize,TCPHeaderLength,TCPLength,TCPStream     ,TCPUrgentPointer,IPFlags,IPID,IPchecksum,TCPflags,TCPChecksum
TCP_Camera,142,20,64,6,55778,443,49497,1185,2529,32,90,2,0,0x00004000,0x00002a51,0x00006f56,0x00000018,0x0000fcd5
TCP_Camera,142,20,64,6,45739,443,48417,1185,2529,32,90,0,0,0x00004000,0x0000d015,0x00003980,0x00000018,0x0000fba3
TCP_Camera,52,20,64,6,55778,443,49587,1259,2529,32,0,2,0,0x00004000,0x00002a52,0x00006faf,0x00000010,0x0000aa56
TCP_Camera,142,20,64,6,55778,443,49587,1259,2529,32,90,2,0,0x00004000,0x00002a53,0x00006f54,0x00000018,0x00008e9f
TCP_Camera,142,20,64,6,45739,443,48507,1185,2529,32,90,0,0,0x00004000,0x0000d016,0x0000397f,0x00000018,0x0000cea6
TCP_Camera,142,20,64,6,55778,443,49677,1259,2529,32,90,2,0,0x00004000,0x00002a54,0x00006f53,0x00000018,0x0000abbe
TCP_Camera,142,20,64,6,45739,443,48597,1185,2529,32,90,0,0,0x00004000,0x0000d017,0x0000397e,0x00000018,0x0000773d
TCP_Camera,142,20,64,6,55778,443,49767,1259,2529,32,90,2,0,0x00004000,0x00002a55,0x00006f52,0x00000018,0x0000a42c
TCP_Camera,142,20,64,6,45739,443,48687,1185,2529,32,90,0,0,0x00004000,0x0000d018,0x0000397d,0x00000018,0x00009381
TCP_Camera,142,20,64,6,55778,443,49857,1259,2529,32,90,2,0,0x00004000,0x00002a56,0x00006f51,0x00000018,0x000095e6
TCP_Camera,142,20,64,6,45739,443,48777,1185,2529,32,90,0,0,0x00004000,0x0000d019,0x0000397c,0x00000018,0x00008b1b
TCP_Camera,60,20,64,6,33226,3475,0,0,5840,40,0,37,0,0x00004000,0x000047e0,0x000089d7,0x00000002,0x000025d2
TCP_Camera,142,20,64,6,55778,443,49947,1259,2529,32,90,2,0,0x00004000,0x00002a57,0x00006f50,0x00000018,0x0000c73c
TCP_Camera,142,20,64,6,45739,443,48867,1185,2529,32,90,0,0,0x00004000,0x0000d01a,0x0000397b,0x00000018,0x0000ff85
TCP_Camera,142,20,64,6,55778,443,50037,1259,2529,32,90,2,0,0x00004000,0x00002a58,0x00006f4f,0x00000018,0x00001423
TCP_Camera,142,20,64,6,45739,443,48957,1185,2529,32,90,0,0,0x00004000,0x0000d01b,0x0000397a,0x00000018,0x000005f3
TCP_Camera,142,20,64,6,55778,443,50127,1259,2529,32,90,2,0,0x00004000,0x00002a59,0x00006f4e,0x00000018,0x0000799f
TCP_Camera,142,20,64,6,45739,443,49047,1185,2529,32,90,0,0,0x00004000,0x0000d01c,0x00003979,0x00000018,0x0000bc18
TCP_Camera,60,20,64,6,33226,3475,0,0,5840,40,0,37,0,0x00004000,0x000047e1,0x000089d6,0x00000002,0x000022e3
TCP_Camera,142,20,64,6,55778,443,50217,1259,2529,32,90,2,0,0x00004000,0x00002a5a,0x00006f4d,0x00000018,0x0000ff14
TCP_Camera,142,20,64,6,45739,443,49137,1185,2529,32,90,0,0,0x00004000,0x0000d01d,0x00003978,0x00000018,0x0000d581
TCP_Camera,286,20,64,6,55778,443,50307,1259,2529,32,234,2,0,0x00004000,0x00002a5b,0x00006ebc,0x00000018,0x0000e76d
TCP_Camera,142,20,64,6,55778,443,50541,1259,2529,32,90,2,0,0x00004000,0x00002a5c,0x00006f4b,0x00000018,0x0000a453
TCP_Camera,142,20,64,6,45739,443,49227,1185,2529,32,90,0,0,0x00004000,0x0000d01e,0x00003977,0x00000018,0x0000c4de
TCP_Camera,142,20,64,6,55778,443,50631,1259,2529,32,90,2,0,0x00004000,0x00002a5d,0x00006f4a,0x00000018,0x0000bf5a
TCP_Camera,142,20,64,6,45739,443,49317,1185,2529,32,90,0,0,0x00004000,0x0000d01f,0x00003976,0x00000018,0x0000691f
TCP_Camera,142,20,64,6,55778,443,50721,1259,2529,32,90,2,0,0x00004000,0x00002a5e,0x00006f49,0x00000018,0x00003736
TCP_Camera,142,20,64,6,45739,443,49407,1185,2529,32,90,0,0,0x00004000,0x0000d020,0x00003975,0x00000018,0x00004c81
TCP_Camera,142,20,64,6,55778,443,50811,1259,2529,32,90,2,0,0x00004000,0x00002a5f,0x00006f48,0x00000018,0x00008212
TCP_Camera,142,20,64,6,45739,443,49497,1185,2529,32,90,0,0,0x00004000,0x0000d021,0x00003974,0x00000018,0x0000d483
TCP_Camera,142,20,64,6,55778,443,50901,1259,2529,32,90,2,0,0x00004000,0x00002a60,0x00006f47,0x00000018,0x0000ab95
TCP_Camera,142,20,64,6,45739,443,49587,1185,2529,32,90,0,0,0x00004000,0x0000d022,0x00003973,0x00000018,0x0000d762
TCP_Camera,60,20,64,6,33226,3475,0,0,5840,40,0,37,0,0x00004000,0x000047e2,0x000089d5,0x00000002,0x00001d03
TCP_Camera,142,20,64,6,55778,443,50991,1259,2529,32,90,2,0,0x00004000,0x00002a61,0x00006f46,0x00000018,0x0000d1fd
TCP_Camera,142,20,64,6,45739,443,49677,1185,2529,32,90,0,0,0x00004000,0x0000d023,0x00003972,0x00000018,0x00005bc3
TCP_Camera,142,20,64,6,55778,443,51081,1259,2529,32,90,2,0,0x00004000,0x00002a62,0x00006f45,0x00000018,0x00007259
TCP_Camera,142,20,64,6,45739,443,49767,1185,2529,32,90,0,0,0x00004000,0x0000d024,0x00003971,0x00000018,0x00000c3e
TCP_Camera,142,20,64,6,55778,443,51171,1259,2529,32,90,2,0,0x00004000,0x00002a63,0x00006f44,0x00000018,0x000097d3
TCP_Camera,142,20,64,6,45739,443,49857,1185,2529,32,90,0,0,0x00004000,0x0000d025,0x00003970,0x00000018,0x000093ea
TCP_Camera,142,20,64,6,55778,443,51261,1259,2529,32,90,2,0,0x00004000,0x00002a64,0x00006f43,0x00000018,0x00003105
TCP_Camera,142,20,64,6,45739,443,49947,1185,2529,32,90,0,0,0x00004000,0x0000d026,0x0000396f,0x00000018,0x0000a811
TCP_Camera,142,20,64,6,55778,443,51351,1259,2529,32,90,2,0,0x00004000,0x00002a65,0x00006f42,0x00000018,0x000074db
TCP_Camera,142,20,64,6,45739,443,50037,1185,2529,32,90,0,0,0x00004000,0x0000d027,0x0000396e,0x00000018,0x000022a5
TCP_Camera,142,20,64,6,55778,443,51441,1259,2529,32,90,2,0,0x00004000,0x00002a66,0x00006f41,0x00000018,0x00009aab
TCP_Camera,142,20,64,6,45739,443,50127,1185,2529,32,90,0,0,0x00004000,0x0000d028,0x0000396d,0x00000018,0x000068e0
TCP_Camera,286,20,64,6,45739,443,50217,1185,2529,32,234,0,0,0x00004000,0x0000d029,0x000038dc,0x00000018,0x0000724e
TCP_Camera,142,20,64,6,55778,443,51531,1259,2529,32,90,2,0,0x00004000,0x00002a67,0x00006f40,0x00000018,0x000067b2
TCP_Camera,142,20,64,6,45739,443,50451,1185,2529,32,90,0,0,0x00004000,0x0000d02a,0x0000396b,0x00000018,0x00002ce9
TCP_Camera,142,20,64,6,55778,443,51621,1259,2529,32,90,2,0,0x00004000,0x00002a68,0x00006f3f,0x00000018,0x0000b164
TCP_Camera,142,20,64,6,45739,443,50541,1185,2529,32,90,0,0,0x00004000,0x0000d02b,0x0000396a,0x00000018,0x00009fc6
TCP_Camera,142,20,64,6,55778,443,51711,1259,2529,32,90,2,0,0x00004000,0x00002a69,0x00006f3e,0x00000018,0x00003cdf
TCP_Camera,142,20,64,6,45739,443,50631,1185,2529,32,90,0,0,0x00004000,0x0000d02c,0x00003969,0x00000018,0x0000b317
TCP_Camera,142,20,64,6,55778,443,51801,1259,2529,32,90,2,0,0x00004000,0x00002a6a,0x00006f3d,0x00000018,0x0000d4fe
TCP_Camera,142,20,64,6,45739,443,50721,1185,2529,32,90,0,0,0x00004000,0x0000d02d,0x00003968,0x00000018,0x0000cd00
TCP_Camera,142,20,64,6,55778,443,51891,1259,2529,32,90,2,0,0x00004000,0x00002a6b,0x00006f3c,0x00000018,0x0000850f
TCP_Camera,142,20,64,6,45739,443,50811,1185,2529,32,90,0,0,0x00004000,0x0000d02e,0x00003967,0x00000018,0x00003c1d
TCP_Camera,142,20,64,6,55778,443,51981,1259,2529,32,90,2,0,0x00004000,0x00002a6c,0x00006f3b,0x00000018,0x0000c2e6
TCP_Camera,142,20,64,6,45739,443,50901,1185,2529,32,90,0,0,0x00004000,0x0000d02f,0x00003966,0x00000018,0x00003645
TCP_Camera,142,20,64,6,55778,443,52071,1259,2529,32,90,2,0,0x00004000,0x00002a6d,0x00006f3a,0x00000018,0x0000e048
TCP_Camera,142,20,64,6,45739,443,50991,1185,2529,32,90,0,0,0x00004000,0x0000d030,0x00003965,0x00000018,0x0000a07a
TCP_Camera,142,20,64,6,55778,443,52161,1259,2529,32,90,2,0,0x00004000,0x00002a6e,0x00006f39,0x00000018,0x00002247
TCP_Camera,142,20,64,6,45739,443,51081,1185,2529,32,90,0,0,0x00004000,0x0000d031,0x00003964,0x00000018,0x00004783
TCP_Camera,142,20,64,6,55778,443,52251,1259,2529,32,90,2,0,0x00004000,0x00002a6f,0x00006f38,0x00000018,0x000069fc
TCP_Camera,142,20,64,6,45739,443,51171,1185,2529,32,90,0,0,0x00004000,0x0000d032,0x00003963,0x00000018,0x0000da9f
TCP_Camera,142,20,64,6,55778,443,52341,1259,2529,32,90,2,0,0x00004000,0x00002a70,0x00006f37,0x00000018,0x0000ae2c
TCP_Camera,142,20,64,6,45739,443,51261,1185,2529,32,90,0,0,0x00004000,0x0000d033,0x00003962,0x00000018,0x0000558e
TCP_Camera,142,20,64,6,55778,443,52431,1259,2529,32,90,2,0,0x00004000,0x00002a71,0x00006f36,0x00000018,0x000078c7
TCP_Camera,52,20,64,6,45739,443,51351,1259,2529,32,0,0,0,0x00004000,0x0000d034,0x000039bb,0x00000010,0x0000f0bc
TCP_Camera,142,20,64,6,45739,443,51351,1259,2529,32,90,0,0,0x00004000,0x0000d035,0x00003960,0x00000018,0x00008b29
TCP_Camera,142,20,64,6,55778,443,52521,1259,2529,32,90,2,0,0x00004000,0x00002a72,0x00006f35,0x00000018,0x000015d4
TCP_Camera,60,20,64,6,53849,5104,0,0,5840,40,0,36,0,0x00004000,0x0000f954,0x00009585,0x00000002,0x0000d49f
TCP_Camera,142,20,64,6,45739,443,51441,1259,2529,32,90,0,0,0x00004000,0x0000d036,0x0000395f,0x00000018,0x0000350a
TCP_Camera,142,20,64,6,55778,443,52611,1259,2529,32,90,2,0,0x00004000,0x00002a73,0x00006f34,0x00000018,0x00001365
TCP_Camera,142,20,64,6,45739,443,51531,1259,2529,32,90,0,0,0x00004000,0x0000d037,0x0000395e,0x00000018,0x0000d5ca
TCP_Camera,142,20,64,6,55778,443,52701,1259,2529,32,90,2,0,0x00004000,0x00002a74,0x00006f33,0x00000018,0x0000433e
TCP_Camera,52,20,64,6,55778,443,52791,1333,2529,32,0,2,0,0x00004000,0x00002a75,0x00006f8c,0x00000010,0x00000fbf
TCP_Camera,142,20,64,6,45739,443,51621,1259,2529,32,90,0,0,0x00004000,0x0000d038,0x0000395d,0x00000018,0x0000bffe
TCP_Camera,142,20,64,6,55778,443,52791,1333,2529,32,90,2,0,0x00004000,0x00002a76,0x00006f31,0x00000018,0x0000b6bd
TCP_Camera,142,20,64,6,45739,443,51711,1259,2529,32,90,0,0,0x00004000,0x0000d039,0x0000395c,0x00000018,0x00002dac
TCP_Camera,142,20,64,6,55778,443,52881,1333,2529,32,90,2,0,0x00004000,0x00002a77,0x00006f30,0x00000018,0x0000bf8a
TCP_Camera,142,20,64,6,45739,443,51801,1259,2529,32,90,0,0,0x00004000,0x0000d03a,0x0000395b,0x00000018,0x00008f5d
TCP_Camera,142,20,64,6,55778,443,52971,1333,2529,32,90,2,0,0x00004000,0x00002a78,0x00006f2f,0x00000018,0x00008d7d
TCP_Camera,142,20,64,6,45739,443,51891,1259,2529,32,90,0,0,0x00004000,0x0000d03b,0x0000395a,0x00000018,0x00005e3c
TCP_Camera,142,20,64,6,55778,443,53061,1333,2529,32,90,2,0,0x00004000,0x00002a79,0x00006f2e,0x00000018,0x00008b9a
TCP_Camera,142,20,64,6,45739,443,51981,1259,2529,32,90,0,0,0x00004000,0x0000d03c,0x00003959,0x00000018,0x000052c9
TCP_Camera,142,20,64,6,55778,443,53151,1333,2529,32,90,2,0,0x00004000,0x00002a7a,0x00006f2d,0x00000018,0x00009e37
TCP_Camera,142,20,64,6,45739,443,52071,1259,2529,32,90,0,0,0x00004000,0x0000d03d,0x00003958,0x00000018,0x00004c13
TCP_Camera,142,20,64,6,55778,443,53241,1333,2529,32,90,2,0,0x00004000,0x00002a7b,0x00006f2c,0x00000018,0x0000ee7c
TCP_Camera,142,20,64,6,45739,443,52161,1259,2529,32,90,0,0,0x00004000,0x0000d03e,0x00003957,0x00000018,0x00006185
TCP_Camera,142,20,64,6,55778,443,53331,1333,2529,32,90,2,0,0x00004000,0x00002a7c,0x00006f2b,0x00000018,0x0000c34d
TCP_Camera,142,20,64,6,45739,443,52251,1259,2529,32,90,0,0,0x00004000,0x0000d03f,0x00003956,0x00000018,0x0000a481
TCP_Camera,286,20,64,6,55778,443,53421,1333,2529,32,234,2,0,0x00004000,0x00002a7d,0x00006e9a,0x00000018,0x000061de
TCP_Camera,142,20,64,6,55778,443,53655,1333,2529,32,90,2,0,0x00004000,0x00002a7e,0x00006f29,0x00000018,0x00006793
TCP_Camera,142,20,64,6,45739,443,52341,1259,2529,32,90,0,0,0x00004000,0x0000d040,0x00003955,0x00000018,0x0000d821
TCP_Camera,142,20,64,6,55778,443,53745,1333,2529,32,90,2,0,0x00004000,0x00002a7f,0x00006f28,0x00000018,0x0000dca6
TCP_Camera,142,20,64,6,45739,443,52431,1259,2529,32,90,0,0,0x00004000,0x0000d041,0x00003954,0x00000018,0x00007cd2
TCP_Camera,142,20,64,6,55778,443,53835,1333,2529,32,90,2,0,0x00004000,0x00002a80,0x00006f27,0x00000018,0x0000edfc
TCP_Camera,142,20,64,6,45739,443,52521,1259,2529,32,90,0,0,0x00004000,0x0000d042,0x00003953,0x00000018,0x0000f419
TCP_Camera,142,20,64,6,55778,443,53925,1333,2529,32,90,2,0,0x00004000,0x00002a81,0x00006f26,0x00000018,0x0000622e
TCP_Camera,142,20,64,6,45739,443,52611,1259,2529,32,90,0,0,0x00004000,0x0000d043,0x00003952,0x00000018,0x00008d2e
TCP_Camera,142,20,64,6,55778,443,54015,1333,2529,32,90,2,0,0x00004000,0x00002a82,0x00006f25,0x00000018,0x0000d19b
TCP_Camera,142,20,64,6,45739,443,52701,1259,2529,32,90,0,0,0x00004000,0x0000d044,0x00003951,0x00000018,0x00008d14
TCP_Camera,142,20,64,6,55778,443,54105,1333,2529,32,90,2,0,0x00004000,0x00002a83,0x00006f24,0x00000018,0x0000e4f5
TCP_Camera,142,20,64,6,45739,443,52791,1259,2529,32,90,0,0,0x00004000,0x0000d045,0x00003950,0x00000018,0x00008142
TCP_Camera,142,20,64,6,55778,443,54195,1333,2529,32,90,2,0,0x00004000,0x00002a84,0x00006f23,0x00000018,0x00002c27
TCP_Camera,60,20,64,6,53313,3475,0,0,5840,40,0,38,0,0x00004000,0x00004b5a,0x00007458,0x00000002,0x00004f3b
TCP_Camera,142,20,64,6,45739,443,52881,1259,2529,32,90,0,0,0x00004000,0x0000d046,0x0000394f,0x00000018,0x000067a7
TCP_Camera,142,20,64,6,55778,443,54285,1333,2529,32,90,2,0,0x00004000,0x00002a85,0x00006f22,0x00000018,0x0000e4d2
TCP_Camera,142,20,64,6,45739,443,52971,1259,2529,32,90,0,0,0x00004000,0x0000d047,0x0000394e,0x00000018,0x0000b4f9
TCP_Camera,142,20,64,6,55778,443,54375,1333,2529,32,90,2,0,0x00004000,0x00002a86,0x00006f21,0x00000018,0x0000ca87
TCP_Camera,142,20,64,6,45739,443,53061,1259,2529,32,90,0,0,0x00004000,0x0000d048,0x0000394d,0x00000018,0x00005bfc
TCP_Camera,142,20,64,6,55778,443,54465,1333,2529,32,90,2,0,0x00004000,0x00002a87,0x00006f20,0x00000018,0x000093ea
TCP_Camera,60,20,64,6,53313,3475,0,0,5840,40,0,38,0,0x00004000,0x00004b5b,0x00007457,0x00000002,0x00004c4c
TCP_Camera,60,20,64,6,48325,5104,0,0,5840,40,0,39,0,0x00004000,0x0000af50,0x0000df89,0x00000002,0x00002d3c
TCP_Camera,142,20,64,6,45739,443,53151,1259,2529,32,90,0,0,0x00004000,0x0000d049,0x0000394c,0x00000018,0x00003a82
TCP_Camera,142,20,64,6,55778,443,54555,1333,2529,32,90,2,0,0x00004000,0x00002a88,0x00006f1f,0x00000018,0x0000fcf9
TCP_Camera,286,20,64,6,45739,443,53241,1259,2529,32,234,0,0,0x00004000,0x0000d04a,0x000038bb,0x00000018,0x00004f4b
TCP_Camera,142,20,64,6,45739,443,53475,1259,2529,32,90,0,0,0x00004000,0x0000d04b,0x0000394a,0x00000018,0x00007b85
TCP_Camera,142,20,64,6,55778,443,54645,1333,2529,32,90,2,0,0x00004000,0x00002a89,0x00006f1e,0x00000018,0x0000af2f
TCP_Camera,142,20,64,6,45739,443,53565,1259,2529,32,90,0,0,0x00004000,0x0000d04c,0x00003949,0x00000018,0x00003c2f
TCP_Camera,142,20,64,6,55778,443,54735,1333,2529,32,90,2,0,0x00004000,0x00002a8a,0x00006f1d,0x00000018,0x00000804
TCP_Camera,60,20,64,6,48325,5104,0,0,5840,40,0,39,0,0x00004000,0x0000af51,0x0000df88,0x00000002,0x00002a4c
TCP_Camera,142,20,64,6,45739,443,53655,1259,2529,32,90,0,0,0x00004000,0x0000d04d,0x00003948,0x00000018,0x0000c5e8
TCP_Camera,142,20,64,6,55778,443,54825,1333,2529,32,90,2,0,0x00004000,0x00002a8b,0x00006f1c,0x00000018,0x0000ca2e
TCP_Camera,142,20,64,6,45739,443,53745,1259,2529,32,90,0,0,0x00004000,0x0000d04e,0x00003947,0x00000018,0x0000ff01
TCP_Camera,142,20,64,6,55778,443,54915,1333,2529,32,90,2,0,0x00004000,0x00002a8c,0x00006f1b,0x00000018,0x00000b0c
TCP_Camera,142,20,64,6,45739,443,53835,1259,2529,32,90,0,0,0x00004000,0x0000d04f,0x00003946,0x00000018,0x0000adb1
TCP_Camera,60,20,64,6,53313,3475,0,0,5840,40,0,38,0,0x00004000,0x00004b5c,0x00007456,0x00000002,0x0000466e
TCP_Camera,142,20,64,6,55778,443,55005,1333,2529,32,90,2,0,0x00004000,0x00002a8d,0x00006f1a,0x00000018,0x0000cbe0
TCP_Camera,142,20,64,6,45739,443,53925,1259,2529,32,90,0,0,0x00004000,0x0000d050,0x00003945,0x00000018,0x00003b67
TCP_Camera,142,20,64,6,55778,443,55095,1333,2529,32,90,2,0,0x00004000,0x00002a8e,0x00006f19,0x00000018,0x00007119
TCP_Camera,142,20,64,6,45739,443,54015,1259,2529,32,90,0,0,0x00004000,0x0000d051,0x00003944,0x00000018,0x0000b16a
TCP_Camera,142,20,64,6,55778,443,55185,1333,2529,32,90,2,0,0x00004000,0x00002a8f,0x00006f18,0x00000018,0x0000cf01
TCP_Camera,142,20,64,6,45739,443,54105,1259,2529,32,90,0,0,0x00004000,0x0000d052,0x00003943,0x00000018,0x000022dd
TCP_Camera,142,20,64,6,55778,443,55275,1333,2529,32,90,2,0,0x00004000,0x00002a90,0x00006f17,0x00000018,0x00000dab
TCP_Camera,60,20,64,6,48325,5104,0,0,5840,40,0,39,0,0x00004000,0x0000af52,0x0000df87,0x00000002,0x0000246e
TCP_Camera,142,20,64,6,45739,443,54195,1259,2529,32,90,0,0,0x00004000,0x0000d053,0x00003942,0x00000018,0x00008e1c
TCP_Camera,142,20,64,6,55778,443,55365,1333,2529,32,90,2,0,0x00004000,0x00002a91,0x00006f16,0x00000018,0x00000c68
TCP_Camera,142,20,64,6,45739,443,54285,1259,2529,32,90,0,0,0x00004000,0x0000d054,0x00003941,0x00000018,0x00000b23
TCP_Camera,142,20,64,6,55778,443,55455,1333,2529,32,90,2,0,0x00004000,0x00002a92,0x00006f15,0x00000018,0x0000b290
TCP_Camera,142,20,64,6,45739,443,54375,1259,2529,32,90,0,0,0x00004000,0x0000d055,0x00003940,0x00000018,0x00008717
TCP_Camera,142,20,64,6,55778,443,55545,1333,2529,32,90,2,0,0x00004000,0x00002a93,0x00006f14,0x00000018,0x00001024
TCP_Camera,142,20,64,6,45739,443,54465,1259,2529,32,90,0,0,0x00004000,0x0000d056,0x0000393f,0x00000018,0x000040ce
TCP_Camera,52,20,64,6,45739,443,54555,1333,2529,32,0,0,0,0x00004000,0x0000d057,0x00003998,0x00000010,0x00005624
TCP_Camera,142,20,64,6,55778,443,55635,1333,2529,32,90,2,0,0x00004000,0x00002a94,0x00006f13,0x00000018,0x00005450
TCP_Camera,142,20,64,6,45739,443,54555,1333,2529,32,90,0,0,0x00004000,0x0000d058,0x0000393d,0x00000018,0x00001de4
TCP_Camera,142,20,64,6,55778,443,55725,1333,2529,32,90,2,0,0x00004000,0x00002a95,0x00006f12,0x00000018,0x0000ce55
TCP_Camera,142,20,64,6,55778,443,55815,1333,2529,32,90,2,0,0x00004000,0x00002a96,0x00006f11,0x00000018,0x0000262f
TCP_Camera,142,20,64,6,45739,443,54645,1333,2529,32,90,0,0,0x00004000,0x0000d059,0x0000393c,0x00000018,0x0000ee54
TCP_Camera,52,20,64,6,55778,443,55905,1407,2529,32,0,2,0,0x00004000,0x00002a97,0x00006f6a,0x00000010,0x00007580
TCP_Camera,142,20,64,6,55778,443,55905,1407,2529,32,90,2,0,0x00004000,0x00002a98,0x00006f0f,0x00000018,0x0000953c
TCP_Camera,142,20,64,6,45739,443,54735,1333,2529,32,90,0,0,0x00004000,0x0000d05a,0x0000393b,0x00000018,0x0000ea45
TCP_Camera,142,20,64,6,55778,443,55995,1407,2529,32,90,2,0,0x00004000,0x00002a99,0x00006f0e,0x00000018,0x00005ea3
TCP_Camera,142,20,64,6,45739,443,54825,1333,2529,32,90,0,0,0x00004000,0x0000d05b,0x0000393a,0x00000018,0x0000c63c
TCP_Camera,142,20,64,6,55778,443,56085,1407,2529,32,90,2,0,0x00004000,0x00002a9a,0x00006f0d,0x00000018,0x00005cb0
TCP_Camera,142,20,64,6,45739,443,54915,1333,2529,32,90,0,0,0x00004000,0x0000d05c,0x00003939,0x00000018,0x00008abb
TCP_Camera,142,20,64,6,55778,443,56175,1407,2529,32,90,2,0,0x00004000,0x00002a9b,0x00006f0c,0x00000018,0x00001193
TCP_Camera,142,20,64,6,45739,443,55005,1333,2529,32,90,0,0,0x00004000,0x0000d05d,0x00003938,0x00000018,0x00007062
TCP_Camera,142,20,64,6,55778,443,56265,1407,2529,32,90,2,0,0x00004000,0x00002a9c,0x00006f0b,0x00000018,0x0000c2d7
TCP_Camera,142,20,64,6,45739,443,55095,1333,2529,32,90,0,0,0x00004000,0x0000d05e,0x00003937,0x00000018,0x0000513b
TCP_Camera,142,20,64,6,55778,443,56355,1407,2529,32,90,2,0,0x00004000,0x00002a9d,0x00006f0a,0x00000018,0x00002020
TCP_Camera,60,20,64,6,48325,5104,0,0,5840,40,0,39,0,0x00004000,0x0000af53,0x0000df86,0x00000002,0x000018ae
TCP_Camera,142,20,64,6,45739,443,55185,1333,2529,32,90,0,0,0x00004000,0x0000d05f,0x00003936,0x00000018,0x0000a41e
TCP_Camera,142,20,64,6,55778,443,56445,1407,2529,32,90,2,0,0x00004000,0x00002a9e,0x00006f09,0x00000018,0x000021c8
TCP_Camera,286,20,64,6,55778,443,56535,1407,2529,32,234,2,0,0x00004000,0x00002a9f,0x00006e78,0x00000018,0x0000d485
TCP_Camera,142,20,64,6,45739,443,55275,1333,2529,32,90,0,0,0x00004000,0x0000d060,0x00003935,0x00000018,0x00002832
TCP_Camera,142,20,64,6,55778,443,56769,1407,2529,32,90,2,0,0x00004000,0x00002aa0,0x00006f07,0x00000018,0x00005571
TCP_Camera,142,20,64,6,45739,443,55365,1333,2529,32,90,0,0,0x00004000,0x0000d061,0x00003934,0x00000018,0x0000ec72
TCP_Camera,142,20,64,6,55778,443,56859,1407,2529,32,90,2,0,0x00004000,0x00002aa1,0x00006f06,0x00000018,0x000019c7
TCP_Camera,142,20,64,6,45739,443,55455,1333,2529,32,90,0,0,0x00004000,0x0000d062,0x00003933,0x00000018,0x0000f4f3
TCP_Camera,142,20,64,6,55778,443,56949,1407,2529,32,90,2,0,0x00004000,0x00002aa2,0x00006f05,0x00000018,0x0000f097
TCP_Camera,142,20,64,6,45739,443,55545,1333,2529,32,90,0,0,0x00004000,0x0000d063,0x00003932,0x00000018,0x00009b63
TCP_Camera,142,20,64,6,55778,443,57039,1407,2529,32,90,2,0,0x00004000,0x00002aa3,0x00006f04,0x00000018,0x00001b14
TCP_Camera,142,20,64,6,45739,443,55635,1333,2529,32,90,0,0,0x00004000,0x0000d064,0x00003931,0x00000018,0x00007756
TCP_Camera,142,20,64,6,55778,443,57129,1407,2529,32,90,2,0,0x00004000,0x00002aa4,0x00006f03,0x00000018,0x0000eb5f
TCP_Camera,142,20,64,6,45739,443,55725,1333,2529,32,90,0,0,0x00004000,0x0000d065,0x00003930,0x00000018,0x0000a3d4
TCP_Camera,142,20,64,6,55778,443,57219,1407,2529,32,90,2,0,0x00004000,0x00002aa5,0x00006f02,0x00000018,0x0000435a
TCP_Camera,142,20,64,6,45739,443,55815,1333,2529,32,90,0,0,0x00004000,0x0000d066,0x0000392f,0x00000018,0x0000b792
TCP_Camera,142,20,64,6,45739,443,55905,1333,2529,32,90,0,0,0x00004000,0x0000d067,0x0000392e,0x00000018,0x0000f0a9
TCP_Camera,142,20,64,6,55778,443,57309,1407,2529,32,90,2,0,0x00004000,0x00002aa6,0x00006f01,0x00000018,0x0000f169
TCP_Camera,142,20,64,6,45739,443,55995,1333,2529,32,90,0,0,0x00004000,0x0000d068,0x0000392d,0x00000018,0x00001b0e
TCP_Camera,142,20,64,6,55778,443,57399,1407,2529,32,90,2,0,0x00004000,0x00002aa7,0x00006f00,0x00000018,0x0000ac10
TCP_Camera,142,20,64,6,45739,443,56085,1333,2529,32,90,0,0,0x00004000,0x0000d069,0x0000392c,0x00000018,0x0000d291
TCP_Camera,142,20,64,6,55778,443,57489,1407,2529,32,90,2,0,0x00004000,0x00002aa8,0x00006eff,0x00000018,0x0000dc15
TCP_Camera,142,20,64,6,45739,443,56175,1333,2529,32,90,0,0,0x00004000,0x0000d06a,0x0000392b,0x00000018,0x00001a0d
TCP_Camera,142,20,64,6,55778,443,57579,1407,2529,32,90,2,0,0x00004000,0x00002aa9,0x00006efe,0x00000018,0x0000207c
TCP_Camera,286,20,64,6,45739,443,56265,1333,2529,32,234,0,0,0x00004000,0x0000d06b,0x0000389a,0x00000018,0x00002475
TCP_Camera,142,20,64,6,45739,443,56499,1333,2529,32,90,0,0,0x00004000,0x0000d06c,0x00003929,0x00000018,0x0000e489
TCP_Camera,142,20,64,6,55778,443,57669,1407,2529,32,90,2,0,0x00004000,0x00002aaa,0x00006efd,0x00000018,0x00000284
TCP_Camera,142,20,64,6,45739,443,56589,1333,2529,32,90,0,0,0x00004000,0x0000d06d,0x00003928,0x00000018,0x0000af37
TCP_Camera,142,20,64,6,55778,443,57759,1407,2529,32,90,2,0,0x00004000,0x00002aab,0x00006efc,0x00000018,0x00004094
TCP_Camera,142,20,64,6,45739,443,56679,1333,2529,32,90,0,0,0x00004000,0x0000d06e,0x00003927,0x00000018,0x00000c2e
TCP_Camera,142,20,64,6,55778,443,57849,1407,2529,32,90,2,0,0x00004000,0x00002aac,0x00006efb,0x00000018,0x00004598
